Ref,Status,Location,Description,Created,Target,Type,To Organisation,To Package,Status Changed,Association,OverDue,Images,Comments,Documents
T80948.532,Opened,Historical Level 4 AE104>408 - Assembly Room,Clean off finger prints,2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,True,False,False
T80948.531,Opened,Historical Level 4 AE104>408 - Assembly Room,Wood floor needs finish,2023-02-21,2023-02-28,Final Punch List,"CP Build Enterprises, LLC.",,2023-02-21,,True,True,False,False
T80948.530,Opened,Historical Level 4 AE104>408 - Assembly Room,"Clean windows, topical",2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,False,False,False
T80948.529,Opened,Historical Level 4 AE104>408 - Assembly Room,"Clean floor around corners, typical",2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,True,False,False
T80948.528,Opened,Historical Level 4 AE104>408 - Assembly Room,"Stain behind rostrum pews, yup.",2023-02-21,2023-02-28,Final Punch List,"CP Build Enterprises, LLC.",,2023-02-21,,True,True,False,False
T80948.527,Opened,Historical Level 4 AE104>408 - Assembly Room,Stain inside edge that is visible through access,2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,True,False,False
T80948.526,Opened,Historical Level 4 AE104>408 - Assembly Room,Clean stain off latch,2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,True,False,False
T80948.525,Opened,Historical Level 4 AE104>408 - Assembly Room,Door won’t shut,2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,True,False,False
T80948.524,Opened,Historical Level 4 AE104>408 - Assembly Room,Clean paint out of wood grain,2023-02-21,2023-02-28,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-21,,True,True,False,False
T80948.523,Opened,Historical Level 4 AE104>408 - Assembly Room,Wood floor needs filled/ finish,2023-02-21,2023-02-28,Final Punch List,"CP Build Enterprises, LLC.",,2023-02-21,,True,True,False,False
T80948.522,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Clean off excess paint,2023-02-21,2023-02-28,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-22,,False,True,False,False
T80948.521,Opened,Historical Level 4 AE104>408 - Assembly Room,Need to fix coping at pew,2023-02-21,2023-02-28,Final Punch List,AW Carter LLC,Audience Seating -- AW Carter,2023-02-21,,True,True,True,False
T80948.520,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Need to fix coping at pew,2023-02-20,2023-02-27,Final Punch List,AW Carter LLC,,2023-02-22,,False,True,True,False
T80948.519,Verified Complete (w/Photo),Historical Level 4 AE104>410 - Study,Clean threshold,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-23,,False,True,False,False
T80948.518,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Paint touch up,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-22,,False,True,False,False
T80948.517,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Paint touch up,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-22,,False,True,False,False
T80948.516,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Loose pew,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",,2023-02-22,,False,True,True,False
T80948.515,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Fix paint run,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-22,,False,True,False,False
T80948.514,Opened,Historical Level 4 AE104>408 - Assembly Room,Fill knot hole,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-20,,True,True,False,False
T80506.370,Verified Complete (w/Photo),Historical Level 4 AE104>408 - Assembly Room,Grille below bench missing,2023-02-20,2023-02-27,Final Punch List,US Mechanical,HVAC,2023-02-22,,False,True,True,False
T80948.513,Opened,Historical Level 4 AE104>408 - Assembly Room,Need to fix coping at pew,2023-02-20,2023-02-27,Final Punch List,AW Carter LLC,Audience Seating -- AW Carter,2023-02-20,,True,True,True,False
T80948.512,Opened,Historical Level 4 AE104>402 - Electerical,Continue vinyl floor around conduit,2023-02-20,2023-02-27,Final Punch List,"CP Build Enterprises, LLC.",,2023-02-20,,True,True,False,False
T80948.511,Opened,Historical Level 4 AE104>402 - Electerical,Installed head protection at corners of duct,2023-02-20,2023-02-27,Final Punch List,US Mechanical,HVAC,2023-02-20,,True,True,False,False
T80948.510,Opened,Historical Level 4 AE104>401 - Stair Lobby,Caulk around extinguisher cabinet,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80948.509,Verified Complete (w/Photo),Historical Level 4 AE104>401 - Stair Lobby,Outlet not flush,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80948.508,Opened,Historical Level 4 AE104>401 - Stair Lobby,"Crown molding joints need addressed, typical",2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,True,False,False
T80948.507,Opened,Historical Level 4 AE104>408 - Assembly Room,Fix expansion joint around windows typical,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-20,,True,True,False,False
T80948.506,Opened,Historical Level 3 AE103>301 - Stair Lobby,Tuck carpet typical,2023-02-20,2023-02-27,Final Punch List,The Church Of Jesus Christ Of Latter Day Saints,FFE -- Carpet,2023-02-20,,True,False,False,False
T80948.505,Verified Complete (w/Photo),Historical Level 4 AE104>402 - Electerical,Needs rubber base installed,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.504,Verified Complete (w/Photo),Historical Level 5 AE105>502 - Elevator Control Room,Needs rubber base installed,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.503,Verified Complete (w/Photo),Historical Level 3 AE103>302 - Electrical,Needs rubber base installed,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80506.369,Verified Complete (w/Photo),Historical Level 3 AE103>301 - Stair Lobby,Cover plate for receptacle missing,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80506.368,Verified Complete (w/Photo),Historical Level 3 AE103>302 - Electrical,"Session clock not Installed ",2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80506.367,Verified Complete (w/Photo),Historical Level 3 AE103>302 - Electrical,Rubber base not installed,2023-02-20,2023-02-27,Final Punch List,"CP Build Enterprises, LLC.",,2023-02-27,,False,True,False,False
T80506.366,Verified Complete (w/Photo),Historical Level 3 AE103>302 - Electrical,Fix hole in wall,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.502,Opened,Historical Level 3 AE103>316 - Hallway,Fix caulking,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80948.501,Opened,Historical Level 3 AE103>316 - Hallway,Caulk around extinguisher cabinet,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80948.500,Opened,Historical Level 3 AE103>316 - Hallway,Access door edge needs cleaned up,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-20,,True,True,False,False
T80506.365,Opened,Historical Level 3 AE103>302 - Electrical,Door hardware not installed,2023-02-20,2023-02-27,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-20,,True,True,False,False
T80506.364,Verified Complete (w/Photo),Historical Level 3 AE103>302 - Electrical,Electrical penetrations need to be caulked,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80948.499,Opened,Historical Level 3 AE103>316 - Hallway,Fix crack in casing,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",,2023-02-27,,True,True,True,False
T80948.498,Opened,Historical Level 3 AE103>305 - Mens Restroom,Fix caulking,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80506.363,Opened,Historical Level 3 AE103>307 - Janitor Storage,"Hole in wall, patch or access panel needed",2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,True,False,False
T80948.497,Opened,Historical Level 3 AE103>305 - Mens Restroom,Paint touch up,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80948.496,Opened,Historical Level 3 AE103>305 - Mens Restroom,Clean overspray off tile floor,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80948.495,Opened,Historical Level 3 AE103>305 - Mens Restroom,Clean threshold typical,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,True,False,False
T80948.494,Opened,Historical Level 3 AE103>305 - Mens Restroom,Paint touch up,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80506.362,Opened,Historical Level 3 AE103>304 - Vest,Edge of carpet is rough,2023-02-20,2023-02-27,Final Punch List,The Church Of Jesus Christ Of Latter Day Saints,FFE -- Carpet,2023-02-20,,True,True,False,False
T80948.493,Opened,Historical Level 3 AE103>305 - Mens Restroom,"Trash receptacle needs to be recessed in wall per plan ",2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,False,False,False
T80948.492,Opened,Historical Level 3 AE103>305 - Mens Restroom,Tile needs to be cleaned,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,True,False,False
T80948.491,Opened,Historical Level 3 AE103>305 - Mens Restroom,Recessed light bezels need cleaned,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,False,False,False
T80948.490,Verified Complete (w/Photo),Historical Level 3 AE103>305 - Mens Restroom,Light needs bulbs and bowl’s installed,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80506.361,Opened,Historical Level 3 AE103>305 - Mens Restroom,Screw for strike plate is not flush,2023-02-20,2023-02-27,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-20,,True,True,False,False
T80948.489,Opened,Historical Level 3 AE103>306 Womens Restroom,Recessed light bezels need cleaned,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,False,False,False
T80948.488,Verified Complete (w/Photo),Historical Level 3 AE103>306 Womens Restroom,Light needs bulbs and bowl’s installed,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80506.360,Opened,Historical Level 3 AE103>305 - Mens Restroom,Grout is rough in several locations - see blue tape,2023-02-20,2023-02-27,Final Punch List,"Global Stone and Tile, LLC",Interior Stone -- Global Stone,2023-02-20,,True,True,False,False
T80948.487,Opened,Historical Level 3 AE103>306 Womens Restroom,Tile needs to be cleaned,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,False,False,False
T80948.486,Opened,Historical Level 3 AE103>306 Womens Restroom,"Trash receptacle needs to be recessed in wall per plan ",2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,False,False,False
T80506.359,Verified Complete (w/Photo),Historical Level 3 AE103>305 - Mens Restroom,Install glass for vanity fixture,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80506.358,Opened,Historical Level 3 AE103>305 - Mens Restroom,Repair grout,2023-02-20,2023-02-27,Final Punch List,"Global Stone and Tile, LLC",Interior Stone -- Global Stone,2023-02-20,,True,True,False,False
T80948.485,Opened,Historical Level 3 AE103>304 - Vest,Rough paint finish on wall,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80506.357,Verified Complete (w/Photo),Historical Level 3 AE103>305 - Mens Restroom,Straighten switch,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80948.484,Opened,Historical Level 3 AE103>304 - Vest,Paint touch up at ceiling,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80506.355,Verified Complete (w/Photo),Historical Level 3 AE103>306 Womens Restroom,Install glass for vanity fixture,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80948.483,Opened,Historical Level 3 AE103>304 - Vest,Clean mechanical ceiling registers,2023-02-20,2023-02-27,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-20,,True,True,False,False
T80506.354,Opened,Historical Level 3 AE103>306 Womens Restroom,Tile is chipped or has defects,2023-02-20,2023-02-27,Final Punch List,"Global Stone and Tile, LLC",Interior Stone -- Global Stone,2023-02-20,,True,True,False,False
T80948.482,Opened,Historical Level 3 AE103>304 - Vest,Tuck carpet typical,2023-02-20,2023-02-27,Final Punch List,The Church Of Jesus Christ Of Latter Day Saints,FFE -- Carpet,2023-02-20,,True,False,False,False
T80948.481,Opened,Historical Level 3 AE103>304 - Vest,Paint touch up,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80506.352,Verified Complete (w/Photo),Historical Level 3 AE103>306 Womens Restroom,Straighten receptacle,2023-02-20,2023-02-27,Final Punch List,Wilkinson Electric Inc,Electrical,2023-02-27,,False,True,True,False
T80948.480,Opened,Historical Level 3 AE103>304 - Vest,Fix caulking,2023-02-20,2023-02-27,Final Punch List,"Accent Painting and Special Coatings, LLC",Paint,2023-02-20,,True,True,False,False
T80948.479,Opened,Historical Level 4 AE104>403 - Elevator Lobby,Clean stone base at drinking fountains,2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-17,,True,True,False,False
T80948.478,Verified Complete (w/Photo),Historical Level 4 AE104>406 - Womens Restroom,Missing hardware,2023-02-17,2023-02-24,Final Punch List,Fetzers' Inc.,"Finish Carpentry ",2023-02-27,,False,True,False,False
T80948.477,Verified Complete (w/Photo),Historical Level 4 AE104>405 - Mens Restroom,"Recessed light bezels need cleaned, typ.",2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.476,Opened,Historical Level 4 AE104>405 - Mens Restroom,"Trash receptacle needs to be recessed in wall per plan ",2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-17,,True,True,False,False
T80948.475,Verified Complete (w/Photo),Historical Level 4 AE104>405 - Mens Restroom,Light switch not flush,2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.474,Verified Complete (w/Photo),Historical Level 4 AE104>406 - Womens Restroom,Remove wrapping off lights,2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-27,,False,True,False,False
T80948.473,Opened,Historical Level 4 AE104>406 - Womens Restroom,"Clean tile floors and grout, typ.",2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- Historic,2023-02-17,,True,True,False,False
T80948.472,Opened,Historical Level 4 AE104>406 - Womens Restroom,"Trash receptacle needs to be recessed in wall per plan ",2023-02-17,2023-02-24,Final Punch List,"Westland Construction, Inc.",Westland -- West Stair,2023-02-17,,True,True,False,False
